Review,Product,Rating,Username,Date
"Kecewa banget. Saya pesan yang free pouch tapi dikirimnya cotton pad. Kaget pas unboxing (untung di videokan), segera kabarin customer servicenya dan disuruh isi googleform untuk dikirimkan ulang pouchnya. Setelah 4 hari nggak ada kabar akhirnya saya tanya lagi, dan hanya dikabari kalau stock pouch ternyata sudah habis. Padahal baik-baik dan sabar ikutin prosedur dari customer service, karena masih berpikiran positif. Ternyata begini caranya ya.",Perfect Light Skin Protection (BLPXAVOSKIN MTS Light 30gr + PHTE 30ml),bintang 1,A***a,Lebih dari 1 tahun lalu
"Kali ini pengemasan tidak safe,, sepertinya tutup botol tidak kencang,, sehingga toner merembes keluar sampai dus basah,, saya memang tidak membuat video unboxing karna saya selalu mendapat produk dan packaging yg bagus dari avoskin.. saya kira dus basah karna hujan.. pas dibuka ternyata botol sudah kosong.. semoga mendapat tanggapan dari avoskin..",Avoskin Hydrating Treatment Essence,bintang 1,Joshua,Lebih dari 1 tahun lalu
"paket datangnya barang sudah pecah dan sy return ke seller. sudah ikuti komplain proses dan lain sebagainya.. tapi malah akhirnya tiba2 seakan - akan pesanan selesai, sy terima barang dan uangnya dilepas ke seller. sy kecewa sekali dan jd agak trauma untuk beli barang ksini. 
chat seller untuk nanyain brg ud diterima, tp dijawab   formalitas saja.. baru kali ini sy belanja, brg tidak diterima tp uang tidak kembali.. mungkin uangnya ga seberapa, cuman krn responsnya yg mengecewakan 😅 
mohon improvement untuk selanjutnya.. thx.",Avoskin Hydrating Treatment Essence,bintang 1,Fransisca,Lebih dari 1 tahun lalu
"ga ada sabun nya, ga sesuai deskripsi",Avoskin Perfect Hydrating Treatment Essence 100ml,bintang 1,A***y,Lebih dari 1 tahun lalu
ga sesuai harapan,Avoskin Miraculous Retinol Series,bintang 1,D***a,Lebih dari 1 tahun lalu
nyesal beli disini,Avoskin Basic Kit,bintang 1,D***a,Lebih dari 1 tahun lalu
ga jelas,Avoskin Perfect Hydrating Treatment Essence 100ml,bintang 1,D***a,Lebih dari 1 tahun lalu
kalau ga da free ny di infokan lagi jangan asal acc aja,BLPXAvoskin Multipurpose Tinted Sunscreen 30 gr - Beige,bintang 1,D***a,Lebih dari 1 tahun lalu
"yang sebelumnya ada bekas jerawat malah jadi muncul. Di bagian yang ga pernah jerawat malah jadi jerawatan, terus muncul bruntusan di beberapa bagian ",Avoskin Ultra Brightening Cream,bintang 1,A***n,Lebih dari 1 tahun lalu
Cukup kecewa,Avoskin Miraculous Refining Toner 100ml,bintang 1,A***n,Lebih dari 1 tahun lalu
Sayang banget,Avoskin Your Skin Bae Salicylic Acid 2% + Zinc,bintang 1,A***n,Lebih dari 1 tahun lalu
mohon maaf tapi masih kurang,Avoskin Basic Kit,bintang 1,A***n,Lebih dari 1 tahun lalu
"hasil pemakaian , di apply biasa muncul whitecas , di tap tap kok malah sperti itu ya",Avoskin The Great Shield Sunscreen 5ml,bintang 1,larasati,Lebih dari 1 tahun lalu
sejauh ini cukup mengecewakan,Avoskin Skin Barrier Power Combo (YSB cica panthenol serum & toner),bintang 1,A***n,Lebih dari 1 tahun lalu
Isinya cuma angin doang 😅,Avoskin The Great Shield Sunscreen 5ml,bintang 1,F***r,Lebih dari 1 tahun lalu
Udah di pencet2 ga keluar2 isinya😔,Avoskin The Great Shield Sunscreen 5ml,bintang 1,A***a,Lebih dari 1 tahun lalu
"khusus ss agak kecewa susah keluar, heran kenapa ngga ada versi besarnya juga ss nya :( ",Avoskin The Great Shield Sunscreen 5ml,bintang 1,d***i,Lebih dari 1 tahun lalu
Minta cancel krn sLah pesen gk mau cancel padahal bs balasin message inbox !,Avoskin Advance Action Eye Ampoule,bintang 1,S***a,Lebih dari 1 tahun lalu
"Kalau memang gabisa dicancel, bilang aja gabisa admin.. jangan suruh nunggu batal otomatis tau2nya udah tinggal 5jam
lg batal malah diproses😑 konfirmasi sampe ke 3 admin hasilnya ga dicancel malah dikirim.. Kalau mau habisin stock ya blg aja gausah suruh nunggu lah apa lah.. Service tidak professional padahal Official store.. Belanja di official store lain gapernah ribet masalah cancel hanya di Avoskin saja yang baru kayak gini.. Poor service",Avoskin Your Skin Bae Ultimate Hyaluron HYACROSS 3% + Green Tea,bintang 1,A***l,Lebih dari 1 tahun lalu
Dapat 3 retinol sheet mask yg klau beli di seller lain cuma berkisar 48rb ,Avoskin Mystery Box,bintang 1,R***a,Lebih dari 1 tahun lalu
Sekelas avoskin yg hits kasi mystery box ke pembeli gini banget 😂 3 sheetmask beli di sebelah cuman 45rb. Tokopedia please saring lagi lah klo mau ajakin brand bikin mystery box. Brand lain lebih niat..,Avoskin Mystery Box,bintang 1,f***i,Lebih dari 1 tahun lalu
KECEWA BANGET POKOKNYA!!!!😭😭😭,Avoskin Miraculous Refining Toner 100ml,bintang 1,T***i,Lebih dari 1 tahun lalu
"Kecewaaaaa, pengiriman lama, wajah jadi breakout gatau harus gimana lagi ga ngerti😭😭😭😭",Avoskin Perfect Hydrating Treatment Essence 100ml,bintang 1,TriskaDefi,Lebih dari 1 tahun lalu
"Muka lamgsung breakout pake avoskin ini, udah pengiriman lama banget terus sekalinya pake malah bikin breakout😭😭😭",Avoskin Intensive Nourishing Eye Cream,bintang 1,TriskaDefi,Lebih dari 1 tahun lalu
"Selama belanja online, paket ini paling lama nyampenya, ternyata temen2 yang lain disini juga sama reviewnya. Semoga segera mungkin diperbaiki ya sistemnya",Avoskin Perfect Hydrating Treatment Essence 100ml,bintang 1,L***n,Lebih dari 1 tahun lalu
"Tim AVO salah kirim barang (yg dikirim toner dengan harga 149 rb), karena sdg musim pandemi saya malas kirim balik barang (toh ongkir juga saya yg tanggung pastinya kan). Saya juga akhirnya memutuskan untuk  tetap beli serum ini. 

Saya pikir hal normal klo kesalahan penjual untuk selisih bayar bukan tanggung jawab pembeli dong,,,ya saya pikir jg 10 rb (walaupun avo juga kasih voucher untuk pembelian senilai 20 rb). 
Saya kasih kabar CS kalau saya sudah beli serum dan dipastikan jgn ada salah kirim lagi, yg saya dapatkan adalah saya diminta bayar kekurangan :) 

Ya ampun bukan masalah 10 rb sih, cuma pake logika aja, kalian yg salah, kalian yg bkn ribet. 

Kemudian, apakah diperbolehkan saya Tokopedia untuk trf ke rekening seller ya?",Avoskin Your Skin Bae Ultimate Hyaluron HYACROSS 3% + Green Tea,bintang 1,Etin,Lebih dari 1 tahun lalu
kecewa,Avoskin The Great Shield Sunscreen 30ml,bintang 1,A***n,Lebih dari 1 tahun lalu
tokok tidak amanah pembohong gak sesuai ucapan jualan asal laku aja kecewa,Avoskin Advance Action Eye Ampoule,bintang 1,N***a,Lebih dari 1 tahun lalu
kecewa sama pembelian di toko ini. saya dikirim barang rusak tapi tidak ada tanggubg jawab dan dipersulit. liat deh serum nya mengkristal ga jelas gt. dan tisp beli selalu aja isi produk di dalamnya berdebu.,Avoskin Miraculous Refining Toner 100ml,bintang 1,F***a,Lebih dari 1 tahun lalu
belum terlihat manfaatnya,Avoskin Advance Action Eye Ampoule,bintang 1,A***n,Lebih dari 1 tahun lalu
suncreen SPF 50 isinya kosong. ngak ngerti dengan QCnya.,Avoskin The Great Shield Sunscreen 5ml,bintang 1,beby,Lebih dari 1 tahun lalu
"dari awal menerima,isi udah berkurang cukup bnyak.kali prtama kecewa.",Avoskin Your Skin bae Vit. C 3%+Niacinamide 2%+Mandarin Orange Fruit E,bintang 1,M***i,Lebih dari 1 tahun lalu
"gak ada isinya, kecewa banget",Avoskin The Great Shield Sunscreen 5ml,bintang 1,choirunnisa,Lebih dari 1 tahun lalu
Bruntusan,Avoskin Miraculous Retinol Series,bintang 1,AnnisaSalsabilla,Lebih dari 1 tahun lalu
